,0,1,2
392,block the ips using check point firewall.,endpoint,0
393,block the ips using check point firewall.,file,0
394,block the ips using check point firewall.,hash,0
395,block the ips using check point firewall.,host,0
396,block the ips using check point firewall.,id,0
397,block the ips using check point firewall.,incident,0
398,block the ips using check point firewall.,indicator,0
399,block the ips using check point firewall.,information,0
400,block the ips using check point firewall.,input,0
401,block the ips using check point firewall.,investigation,0
402,block the ips using check point firewall.,ips,1
403,block the ips using check point firewall.,manager,0
404,block the ips using check point firewall.,object,0
405,block the ips using check point firewall.,operation,0
406,block the ips using check point firewall.,playbook,0
407,block the ips using check point firewall.,property,0
408,block the ips using check point firewall.,report,0
409,block the ips using check point firewall.,reputation,0
410,block the ips using check point firewall.,response,0
411,block the ips using check point firewall.,result,0
412,block the ips using check point firewall.,sample,0
413,block the ips using check point firewall.,severity,0
414,block the ips using check point firewall.,url,0
415,block the ips using check point firewall.,username,0
416,block the ips using palo alto networks panorama.,account,0
417,block the ips using palo alto networks panorama.,address,0
418,block the ips using palo alto networks panorama.,alert,0
419,block the ips using palo alto networks panorama.,case,0
420,block the ips using palo alto networks panorama.,classifier,0
421,block the ips using palo alto networks panorama.,device,0
422,block the ips using palo alto networks panorama.,directory,0
423,block the ips using palo alto networks panorama.,email,0
424,block the ips using palo alto networks panorama.,endpoint,0
425,block the ips using palo alto networks panorama.,file,0
426,block the ips using palo alto networks panorama.,hash,0
427,block the ips using palo alto networks panorama.,host,0
428,block the ips using palo alto networks panorama.,id,0
429,block the ips using palo alto networks panorama.,incident,0
430,block the ips using palo alto networks panorama.,indicator,0
431,block the ips using palo alto networks panorama.,information,0
432,block the ips using palo alto networks panorama.,input,0
433,block the ips using palo alto networks panorama.,investigation,0
434,block the ips using palo alto networks panorama.,ips,1
435,block the ips using palo alto networks panorama.,manager,0
436,block the ips using palo alto networks panorama.,object,0
437,block the ips using palo alto networks panorama.,operation,0
438,block the ips using palo alto networks panorama.,playbook,0
439,block the ips using palo alto networks panorama.,property,0
440,block the ips using palo alto networks panorama.,report,0
441,block the ips using palo alto networks panorama.,reputation,0
442,block the ips using palo alto networks panorama.,response,0
443,block the ips using palo alto networks panorama.,result,0
444,block the ips using palo alto networks panorama.,sample,0
445,block the ips using palo alto networks panorama.,severity,0
446,block the ips using palo alto networks panorama.,url,0
447,block the ips using palo alto networks panorama.,username,0
448,block the ips using zscaler.,account,0
449,block the ips using zscaler.,address,0
450,block the ips using zscaler.,alert,0
451,block the ips using zscaler.,case,0
452,block the ips using zscaler.,classifier,0
453,block the ips using zscaler.,device,0
454,block the ips using zscaler.,directory,0
455,block the ips using zscaler.,email,0
456,block the ips using zscaler.,endpoint,0
457,block the ips using zscaler.,file,0
458,block the ips using zscaler.,hash,0
459,block the ips using zscaler.,host,0
460,block the ips using zscaler.,id,0
461,block the ips using zscaler.,incident,0
462,block the ips using zscaler.,indicator,0
463,block the ips using zscaler.,information,0
464,block the ips using zscaler.,input,0
465,block the ips using zscaler.,investigation,0
466,block the ips using zscaler.,ips,1
467,block the ips using zscaler.,manager,0
468,block the ips using zscaler.,object,0
469,block the ips using zscaler.,operation,0
470,block the ips using zscaler.,playbook,0
471,block the ips using zscaler.,property,0
472,block the ips using zscaler.,report,0
473,block the ips using zscaler.,reputation,0
474,block the ips using zscaler.,response,0
475,block the ips using zscaler.,result,0
476,block the ips using zscaler.,sample,0
477,block the ips using zscaler.,severity,0
478,block the ips using zscaler.,url,0
479,block the ips using zscaler.,username,0
480,block the urls using zscaler.,account,0
481,block the urls using zscaler.,address,0
482,block the urls using zscaler.,alert,0
483,block the urls using zscaler.,case,0
484,block the urls using zscaler.,classifier,0
485,block the urls using zscaler.,device,0
486,block the urls using zscaler.,directory,0
487,block the urls using zscaler.,email,0
488,block the urls using zscaler.,endpoint,0
489,block the urls using zscaler.,file,0
490,block the urls using zscaler.,hash,0
491,block the urls using zscaler.,host,0
492,block the urls using zscaler.,id,0
493,block the urls using zscaler.,incident,0
494,block the urls using zscaler.,indicator,0
495,block the urls using zscaler.,information,0
496,block the urls using zscaler.,input,0
497,block the urls using zscaler.,investigation,0
498,block the urls using zscaler.,ips,0
499,block the urls using zscaler.,manager,0
500,block the urls using zscaler.,object,0
501,block the urls using zscaler.,operation,0
502,block the urls using zscaler.,playbook,0
503,block the urls using zscaler.,property,0
504,block the urls using zscaler.,report,0
505,block the urls using zscaler.,reputation,0
506,block the urls using zscaler.,response,0
507,block the urls using zscaler.,result,0
508,block the urls using zscaler.,sample,0
509,block the urls using zscaler.,severity,0
510,block the urls using zscaler.,url,1
511,block the urls using zscaler.,username,0
512,blocks malicious usernames using all integrations that you have enabled.,account,0
513,blocks malicious usernames using all integrations that you have enabled.,address,0
514,blocks malicious usernames using all integrations that you have enabled.,alert,0
515,blocks malicious usernames using all integrations that you have enabled.,case,0
516,blocks malicious usernames using all integrations that you have enabled.,classifier,0
517,blocks malicious usernames using all integrations that you have enabled.,device,0
518,blocks malicious usernames using all integrations that you have enabled.,directory,0
519,blocks malicious usernames using all integrations that you have enabled.,email,0
520,blocks malicious usernames using all integrations that you have enabled.,endpoint,0
521,blocks malicious usernames using all integrations that you have enabled.,file,0
522,blocks malicious usernames using all integrations that you have enabled.,hash,0
523,blocks malicious usernames using all integrations that you have enabled.,host,0
524,blocks malicious usernames using all integrations that you have enabled.,id,0
525,blocks malicious usernames using all integrations that you have enabled.,incident,0
526,blocks malicious usernames using all integrations that you have enabled.,indicator,0
527,blocks malicious usernames using all integrations that you have enabled.,information,0
528,blocks malicious usernames using all integrations that you have enabled.,input,0
529,blocks malicious usernames using all integrations that you have enabled.,investigation,0
530,blocks malicious usernames using all integrations that you have enabled.,ips,0
531,blocks malicious usernames using all integrations that you have enabled.,manager,0
532,blocks malicious usernames using all integrations that you have enabled.,object,0
533,blocks malicious usernames using all integrations that you have enabled.,operation,0
534,blocks malicious usernames using all integrations that you have enabled.,playbook,0
535,blocks malicious usernames using all integrations that you have enabled.,property,0
536,blocks malicious usernames using all integrations that you have enabled.,report,0
537,blocks malicious usernames using all integrations that you have enabled.,reputation,0
538,blocks malicious usernames using all integrations that you have enabled.,response,0
539,blocks malicious usernames using all integrations that you have enabled.,result,0
540,blocks malicious usernames using all integrations that you have enabled.,sample,0
541,blocks malicious usernames using all integrations that you have enabled.,severity,0
542,blocks malicious usernames using all integrations that you have enabled.,url,0
543,blocks malicious usernames using all integrations that you have enabled.,username,1
544,change the properties of an incident,account,0
545,change the properties of an incident,address,0
546,change the properties of an incident,alert,0
547,change the properties of an incident,case,0
548,change the properties of an incident,classifier,0
549,change the properties of an incident,device,0
550,change the properties of an incident,directory,0
551,change the properties of an incident,email,0
552,change the properties of an incident,endpoint,0
553,change the properties of an incident,file,0
554,change the properties of an incident,hash,0
555,change the properties of an incident,host,0
556,change the properties of an incident,id,0
557,change the properties of an incident,incident,0
558,change the properties of an incident,indicator,0
559,change the properties of an incident,information,0
560,change the properties of an incident,input,0
561,change the properties of an incident,investigation,0
562,change the properties of an incident,ips,0
563,change the properties of an incident,manager,0
564,change the properties of an incident,object,0
565,change the properties of an incident,operation,0
566,change the properties of an incident,playbook,0
567,change the properties of an incident,property,1
568,change the properties of an incident,report,0
569,change the properties of an incident,reputation,0
570,change the properties of an incident,response,0
571,change the properties of an incident,result,0
572,change the properties of an incident,sample,0
573,change the properties of an incident,severity,0
574,change the properties of an incident,url,0
575,change the properties of an incident,username,0
576,check email address,account,0
577,check email address,address,1
578,check email address,alert,0
579,check email address,case,0
580,check email address,classifier,0
581,check email address,device,0
582,check email address,directory,0
583,check email address,email,0
584,check email address,endpoint,0
585,check email address,file,0
586,check email address,hash,0
587,check email address,host,0
588,check email address,id,0
589,check email address,incident,0
590,check email address,indicator,0
591,check email address,information,0
592,check email address,input,0
593,check email address,investigation,0
594,check email address,ips,0
595,check email address,manager,0
596,check email address,object,0
597,check email address,operation,0
598,check email address,playbook,0
599,check email address,property,0
600,check email address,report,0
601,check email address,reputation,0
602,check email address,response,0
603,check email address,result,0
604,check email address,sample,0
605,check email address,severity,0
606,check email address,url,0
607,check email address,username,0
608,check for active directory instance,account,0
609,check for active directory instance,address,0
610,check for active directory instance,alert,0
611,check for active directory instance,case,0
612,check for active directory instance,classifier,0
613,check for active directory instance,device,0
614,check for active directory instance,directory,1
615,check for active directory instance,email,0
616,check for active directory instance,endpoint,0
617,check for active directory instance,file,0
618,check for active directory instance,hash,0
619,check for active directory instance,host,0
620,check for active directory instance,id,0
621,check for active directory instance,incident,0
622,check for active directory instance,indicator,0
623,check for active directory instance,information,0
624,check for active directory instance,input,0
625,check for active directory instance,investigation,0
626,check for active directory instance,ips,0
627,check for active directory instance,manager,0
628,check for active directory instance,object,0
629,check for active directory instance,operation,0
630,check for active directory instance,playbook,0
631,check for active directory instance,property,0
632,check for active directory instance,report,0
633,check for active directory instance,reputation,0
634,check for active directory instance,response,0
635,check for active directory instance,result,0
636,check for active directory instance,sample,0
637,check for active directory instance,severity,0
638,check for active directory instance,url,0
639,check for active directory instance,username,0
640,check operation status,account,0
641,check operation status,address,0
642,check operation status,alert,0
643,check operation status,case,0
644,check operation status,classifier,0
645,check operation status,device,0
646,check operation status,directory,0
647,check operation status,email,0
648,check operation status,endpoint,0
649,check operation status,file,0
650,check operation status,hash,0
651,check operation status,host,0
652,check operation status,id,0
653,check operation status,incident,0
654,check operation status,indicator,0
655,check operation status,information,0
656,check operation status,input,0
657,check operation status,investigation,0
658,check operation status,ips,0
659,check operation status,manager,0
660,check operation status,object,0
661,check operation status,operation,1
662,check operation status,playbook,0
663,check operation status,property,0
664,check operation status,report,0
665,check operation status,reputation,0
666,check operation status,response,0
667,check operation status,result,0
668,check operation status,sample,0
669,check operation status,severity,0
670,check operation status,url,0
671,check operation status,username,0
672,check username to query,account,0
673,check username to query,address,0
674,check username to query,alert,0
675,check username to query,case,0
676,check username to query,classifier,0
677,check username to query,device,0
678,check username to query,directory,0
679,check username to query,email,0
680,check username to query,endpoint,0
681,check username to query,file,0
682,check username to query,hash,0
683,check username to query,host,0
684,check username to query,id,0
685,check username to query,incident,0
686,check username to query,indicator,0
687,check username to query,information,0
688,check username to query,input,0
689,check username to query,investigation,0
690,check username to query,ips,0
691,check username to query,manager,0
692,check username to query,object,0
693,check username to query,operation,0
694,check username to query,playbook,0
695,check username to query,property,0
696,check username to query,report,0
697,check username to query,reputation,0
698,check username to query,response,0
699,check username to query,result,0
700,check username to query,sample,0
701,check username to query,severity,0
702,check username to query,url,0
703,check username to query,username,1
704,classify incident with qradar,account,0
705,classify incident with qradar,address,0
706,classify incident with qradar,alert,0
707,classify incident with qradar,case,0
708,classify incident with qradar,classifier,0
709,classify incident with qradar,device,0
710,classify incident with qradar,directory,0
711,classify incident with qradar,email,0
712,classify incident with qradar,endpoint,0
713,classify incident with qradar,file,0
714,classify incident with qradar,hash,0
715,classify incident with qradar,host,0
