,0,1,2
368,"assign the incident severity level  to ""low"".",ip,0
369,"assign the incident severity level  to ""low"".",low,1
370,"assign the incident severity level  to ""low"".",manager,0
371,"assign the incident severity level  to ""low"".",medium,0
372,"assign the incident severity level  to ""low"".",miner,0
373,"assign the incident severity level  to ""low"".",na,0
374,"assign the incident severity level  to ""low"".",nexpose,0
375,"assign the incident severity level  to ""low"".",operation,0
376,"assign the incident severity level  to ""low"".",panorama,0
377,"assign the incident severity level  to ""low"".",playbook,0
378,"assign the incident severity level  to ""low"".",proxy,0
379,"assign the incident severity level  to ""low"".",qradar,0
380,"assign the incident severity level  to ""low"".",qualys,0
381,"assign the incident severity level  to ""low"".",response,0
382,"assign the incident severity level  to ""low"".",room,0
383,"assign the incident severity level  to ""low"".",sandbox,0
384,"assign the incident severity level  to ""low"".",search,0
385,"assign the incident severity level  to ""low"".",sentinelone,0
386,"assign the incident severity level  to ""low"".",service,0
387,"assign the incident severity level  to ""low"".",siem,0
388,"assign the incident severity level  to ""low"".",splunk,0
389,"assign the incident severity level  to ""low"".",system,0
390,"assign the incident severity level  to ""low"".",task,0
391,"assign the incident severity level  to ""low"".",technique,0
392,"assign the incident severity level  to ""low"".",trendmicro,0
393,"assign the incident severity level  to ""low"".",twilio,0
394,"assign the incident severity level  to ""low"".",url,0
395,"assign the incident severity level  to ""low"".",username,0
396,"assign the incident severity level  to ""low"".",vectra,0
397,"assign the incident severity level  to ""low"".",xfe,0
398,"assign the incident severity level  to ""low"".",zscaler,0
399,"assign the incident severity level  to ""medium"".",account,0
400,"assign the incident severity level  to ""medium"".",address,0
401,"assign the incident severity level  to ""medium"".",analysis,0
402,"assign the incident severity level  to ""medium"".",analyst,0
403,"assign the incident severity level  to ""medium"".",anyrun,0
404,"assign the incident severity level  to ""medium"".",archer,0
405,"assign the incident severity level  to ""medium"".",array,0
406,"assign the incident severity level  to ""medium"".",atd,0
407,"assign the incident severity level  to ""medium"".",ax,0
408,"assign the incident severity level  to ""medium"".",blacklist,0
409,"assign the incident severity level  to ""medium"".",channel,0
410,"assign the incident severity level  to ""medium"".",context,0
411,"assign the incident severity level  to ""medium"".",critical,0
412,"assign the incident severity level  to ""medium"".",crowdstrike,0
413,"assign the incident severity level  to ""medium"".",cuckoo,0
414,"assign the incident severity level  to ""medium"".",cve,0
415,"assign the incident severity level  to ""medium"".",directory,0
416,"assign the incident severity level  to ""medium"".",endpoint,0
417,"assign the incident severity level  to ""medium"".",esm,0
418,"assign the incident severity level  to ""medium"".",file,0
419,"assign the incident severity level  to ""medium"".",firewall,0
420,"assign the incident severity level  to ""medium"".",high,0
421,"assign the incident severity level  to ""medium"".",host,0
422,"assign the incident severity level  to ""medium"".",incident,0
423,"assign the incident severity level  to ""medium"".",information,0
424,"assign the incident severity level  to ""medium"".",integration,0
425,"assign the incident severity level  to ""medium"".",ip,0
426,"assign the incident severity level  to ""medium"".",low,0
427,"assign the incident severity level  to ""medium"".",manager,0
428,"assign the incident severity level  to ""medium"".",medium,1
429,"assign the incident severity level  to ""medium"".",miner,0
430,"assign the incident severity level  to ""medium"".",na,0
431,"assign the incident severity level  to ""medium"".",nexpose,0
432,"assign the incident severity level  to ""medium"".",operation,0
433,"assign the incident severity level  to ""medium"".",panorama,0
434,"assign the incident severity level  to ""medium"".",playbook,0
435,"assign the incident severity level  to ""medium"".",proxy,0
436,"assign the incident severity level  to ""medium"".",qradar,0
437,"assign the incident severity level  to ""medium"".",qualys,0
438,"assign the incident severity level  to ""medium"".",response,0
439,"assign the incident severity level  to ""medium"".",room,0
440,"assign the incident severity level  to ""medium"".",sandbox,0
441,"assign the incident severity level  to ""medium"".",search,0
442,"assign the incident severity level  to ""medium"".",sentinelone,0
443,"assign the incident severity level  to ""medium"".",service,0
444,"assign the incident severity level  to ""medium"".",siem,0
445,"assign the incident severity level  to ""medium"".",splunk,0
446,"assign the incident severity level  to ""medium"".",system,0
447,"assign the incident severity level  to ""medium"".",task,0
448,"assign the incident severity level  to ""medium"".",technique,0
449,"assign the incident severity level  to ""medium"".",trendmicro,0
450,"assign the incident severity level  to ""medium"".",twilio,0
451,"assign the incident severity level  to ""medium"".",url,0
452,"assign the incident severity level  to ""medium"".",username,0
453,"assign the incident severity level  to ""medium"".",vectra,0
454,"assign the incident severity level  to ""medium"".",xfe,0
455,"assign the incident severity level  to ""medium"".",zscaler,0
456,assign the incident to an analyst based on the analyst’s organizational role.,account,0
457,assign the incident to an analyst based on the analyst’s organizational role.,address,0
458,assign the incident to an analyst based on the analyst’s organizational role.,analysis,0
459,assign the incident to an analyst based on the analyst’s organizational role.,analyst,1
460,assign the incident to an analyst based on the analyst’s organizational role.,anyrun,0
461,assign the incident to an analyst based on the analyst’s organizational role.,archer,0
462,assign the incident to an analyst based on the analyst’s organizational role.,array,0
463,assign the incident to an analyst based on the analyst’s organizational role.,atd,0
464,assign the incident to an analyst based on the analyst’s organizational role.,ax,0
465,assign the incident to an analyst based on the analyst’s organizational role.,blacklist,0
466,assign the incident to an analyst based on the analyst’s organizational role.,channel,0
467,assign the incident to an analyst based on the analyst’s organizational role.,context,0
468,assign the incident to an analyst based on the analyst’s organizational role.,critical,0
469,assign the incident to an analyst based on the analyst’s organizational role.,crowdstrike,0
470,assign the incident to an analyst based on the analyst’s organizational role.,cuckoo,0
471,assign the incident to an analyst based on the analyst’s organizational role.,cve,0
472,assign the incident to an analyst based on the analyst’s organizational role.,directory,0
473,assign the incident to an analyst based on the analyst’s organizational role.,endpoint,0
474,assign the incident to an analyst based on the analyst’s organizational role.,esm,0
475,assign the incident to an analyst based on the analyst’s organizational role.,file,0
476,assign the incident to an analyst based on the analyst’s organizational role.,firewall,0
477,assign the incident to an analyst based on the analyst’s organizational role.,high,0
478,assign the incident to an analyst based on the analyst’s organizational role.,host,0
479,assign the incident to an analyst based on the analyst’s organizational role.,incident,0
480,assign the incident to an analyst based on the analyst’s organizational role.,information,0
481,assign the incident to an analyst based on the analyst’s organizational role.,integration,0
482,assign the incident to an analyst based on the analyst’s organizational role.,ip,0
483,assign the incident to an analyst based on the analyst’s organizational role.,low,0
484,assign the incident to an analyst based on the analyst’s organizational role.,manager,0
485,assign the incident to an analyst based on the analyst’s organizational role.,medium,0
486,assign the incident to an analyst based on the analyst’s organizational role.,miner,0
487,assign the incident to an analyst based on the analyst’s organizational role.,na,0
488,assign the incident to an analyst based on the analyst’s organizational role.,nexpose,0
489,assign the incident to an analyst based on the analyst’s organizational role.,operation,0
490,assign the incident to an analyst based on the analyst’s organizational role.,panorama,0
491,assign the incident to an analyst based on the analyst’s organizational role.,playbook,0
492,assign the incident to an analyst based on the analyst’s organizational role.,proxy,0
493,assign the incident to an analyst based on the analyst’s organizational role.,qradar,0
494,assign the incident to an analyst based on the analyst’s organizational role.,qualys,0
495,assign the incident to an analyst based on the analyst’s organizational role.,response,0
496,assign the incident to an analyst based on the analyst’s organizational role.,room,0
497,assign the incident to an analyst based on the analyst’s organizational role.,sandbox,0
498,assign the incident to an analyst based on the analyst’s organizational role.,search,0
499,assign the incident to an analyst based on the analyst’s organizational role.,sentinelone,0
500,assign the incident to an analyst based on the analyst’s organizational role.,service,0
501,assign the incident to an analyst based on the analyst’s organizational role.,siem,0
502,assign the incident to an analyst based on the analyst’s organizational role.,splunk,0
503,assign the incident to an analyst based on the analyst’s organizational role.,system,0
504,assign the incident to an analyst based on the analyst’s organizational role.,task,0
505,assign the incident to an analyst based on the analyst’s organizational role.,technique,0
506,assign the incident to an analyst based on the analyst’s organizational role.,trendmicro,0
507,assign the incident to an analyst based on the analyst’s organizational role.,twilio,0
508,assign the incident to an analyst based on the analyst’s organizational role.,url,0
509,assign the incident to an analyst based on the analyst’s organizational role.,username,0
510,assign the incident to an analyst based on the analyst’s organizational role.,vectra,0
511,assign the incident to an analyst based on the analyst’s organizational role.,xfe,0
512,assign the incident to an analyst based on the analyst’s organizational role.,zscaler,0
513,auto-close this incident,account,0
514,auto-close this incident,address,0
515,auto-close this incident,analysis,0
516,auto-close this incident,analyst,0
517,auto-close this incident,anyrun,0
518,auto-close this incident,archer,0
519,auto-close this incident,array,0
520,auto-close this incident,atd,0
521,auto-close this incident,ax,0
522,auto-close this incident,blacklist,0
523,auto-close this incident,channel,0
524,auto-close this incident,context,0
525,auto-close this incident,critical,0
526,auto-close this incident,crowdstrike,0
527,auto-close this incident,cuckoo,0
528,auto-close this incident,cve,0
529,auto-close this incident,directory,0
530,auto-close this incident,endpoint,0
531,auto-close this incident,esm,0
532,auto-close this incident,file,0
533,auto-close this incident,firewall,0
534,auto-close this incident,high,0
535,auto-close this incident,host,0
536,auto-close this incident,incident,0
537,auto-close this incident,information,0
538,auto-close this incident,integration,0
539,auto-close this incident,ip,0
540,auto-close this incident,low,0
541,auto-close this incident,manager,0
542,auto-close this incident,medium,0
543,auto-close this incident,miner,0
544,auto-close this incident,na,1
545,auto-close this incident,nexpose,0
546,auto-close this incident,operation,0
547,auto-close this incident,panorama,0
548,auto-close this incident,playbook,0
549,auto-close this incident,proxy,0
550,auto-close this incident,qradar,0
551,auto-close this incident,qualys,0
552,auto-close this incident,response,0
553,auto-close this incident,room,0
554,auto-close this incident,sandbox,0
555,auto-close this incident,search,0
556,auto-close this incident,sentinelone,0
557,auto-close this incident,service,0
558,auto-close this incident,siem,0
559,auto-close this incident,splunk,0
560,auto-close this incident,system,0
561,auto-close this incident,task,0
562,auto-close this incident,technique,0
563,auto-close this incident,trendmicro,0
564,auto-close this incident,twilio,0
565,auto-close this incident,url,0
566,auto-close this incident,username,0
567,auto-close this incident,vectra,0
568,auto-close this incident,xfe,0
569,auto-close this incident,zscaler,0
570,block the external ips in the firewall,account,0
571,block the external ips in the firewall,address,0
572,block the external ips in the firewall,analysis,0
573,block the external ips in the firewall,analyst,0
574,block the external ips in the firewall,anyrun,0
575,block the external ips in the firewall,archer,0
576,block the external ips in the firewall,array,0
577,block the external ips in the firewall,atd,0
578,block the external ips in the firewall,ax,0
579,block the external ips in the firewall,blacklist,0
580,block the external ips in the firewall,channel,0
581,block the external ips in the firewall,context,0
582,block the external ips in the firewall,critical,0
583,block the external ips in the firewall,crowdstrike,0
584,block the external ips in the firewall,cuckoo,0
585,block the external ips in the firewall,cve,0
586,block the external ips in the firewall,directory,0
587,block the external ips in the firewall,endpoint,0
588,block the external ips in the firewall,esm,0
589,block the external ips in the firewall,file,0
590,block the external ips in the firewall,firewall,1
