,0,1,2
119,adds the md5 hash to the blacklist in carbon black,user.account,0
120,"assign the incident severity level  to ""critical"".",accounts,0
121,"assign the incident severity level  to ""critical"".",active,0
122,"assign the incident severity level  to ""critical"".",ad.account,0
123,"assign the incident severity level  to ""critical"".",case.event,0
124,"assign the incident severity level  to ""critical"".",crowdstrike,0
125,"assign the incident severity level  to ""critical"".",cve,0
126,"assign the incident severity level  to ""critical"".",email,0
127,"assign the incident severity level  to ""critical"".",external,0
128,"assign the incident severity level  to ""critical"".",file,0
129,"assign the incident severity level  to ""critical"".",generic.polling,0
130,"assign the incident severity level  to ""critical"".",hardware,0
131,"assign the incident severity level  to ""critical"".",host,0
132,"assign the incident severity level  to ""critical"".",id.dn,0
133,"assign the incident severity level  to ""critical"".",incident,1
134,"assign the incident severity level  to ""critical"".",logs,0
135,"assign the incident severity level  to ""critical"".",malicious,0
136,"assign the incident severity level  to ""critical"".",md5,0
137,"assign the incident severity level  to ""critical"".",na,0
138,"assign the incident severity level  to ""critical"".",no,0
139,"assign the incident severity level  to ""critical"".",pdf,0
140,"assign the incident severity level  to ""critical"".",phishe,0
141,"assign the incident severity level  to ""critical"".",playbook,0
142,"assign the incident severity level  to ""critical"".",priviledge,0
143,"assign the incident severity level  to ""critical"".",qualys,0
144,"assign the incident severity level  to ""critical"".",relevant,0
145,"assign the incident severity level  to ""critical"".",sms,0
146,"assign the incident severity level  to ""critical"".",source.user,0
147,"assign the incident severity level  to ""critical"".",status,0
148,"assign the incident severity level  to ""critical"".",user,0
149,"assign the incident severity level  to ""critical"".",user.account,0
150,"assign the incident severity level  to ""high"".",accounts,0
151,"assign the incident severity level  to ""high"".",active,0
152,"assign the incident severity level  to ""high"".",ad.account,0
153,"assign the incident severity level  to ""high"".",case.event,0
154,"assign the incident severity level  to ""high"".",crowdstrike,0
155,"assign the incident severity level  to ""high"".",cve,0
156,"assign the incident severity level  to ""high"".",email,0
157,"assign the incident severity level  to ""high"".",external,0
158,"assign the incident severity level  to ""high"".",file,0
159,"assign the incident severity level  to ""high"".",generic.polling,0
160,"assign the incident severity level  to ""high"".",hardware,0
161,"assign the incident severity level  to ""high"".",host,0
162,"assign the incident severity level  to ""high"".",id.dn,0
163,"assign the incident severity level  to ""high"".",incident,1
164,"assign the incident severity level  to ""high"".",logs,0
165,"assign the incident severity level  to ""high"".",malicious,0
166,"assign the incident severity level  to ""high"".",md5,0
167,"assign the incident severity level  to ""high"".",na,0
168,"assign the incident severity level  to ""high"".",no,0
169,"assign the incident severity level  to ""high"".",pdf,0
170,"assign the incident severity level  to ""high"".",phishe,0
171,"assign the incident severity level  to ""high"".",playbook,0
172,"assign the incident severity level  to ""high"".",priviledge,0
173,"assign the incident severity level  to ""high"".",qualys,0
174,"assign the incident severity level  to ""high"".",relevant,0
175,"assign the incident severity level  to ""high"".",sms,0
176,"assign the incident severity level  to ""high"".",source.user,0
177,"assign the incident severity level  to ""high"".",status,0
178,"assign the incident severity level  to ""high"".",user,0
179,"assign the incident severity level  to ""high"".",user.account,0
180,"assign the incident severity level  to ""low"".",accounts,0
181,"assign the incident severity level  to ""low"".",active,0
182,"assign the incident severity level  to ""low"".",ad.account,0
183,"assign the incident severity level  to ""low"".",case.event,0
184,"assign the incident severity level  to ""low"".",crowdstrike,0
185,"assign the incident severity level  to ""low"".",cve,0
186,"assign the incident severity level  to ""low"".",email,0
187,"assign the incident severity level  to ""low"".",external,0
188,"assign the incident severity level  to ""low"".",file,0
189,"assign the incident severity level  to ""low"".",generic.polling,0
190,"assign the incident severity level  to ""low"".",hardware,0
191,"assign the incident severity level  to ""low"".",host,0
192,"assign the incident severity level  to ""low"".",id.dn,0
193,"assign the incident severity level  to ""low"".",incident,1
194,"assign the incident severity level  to ""low"".",logs,0
195,"assign the incident severity level  to ""low"".",malicious,0
196,"assign the incident severity level  to ""low"".",md5,0
197,"assign the incident severity level  to ""low"".",na,0
198,"assign the incident severity level  to ""low"".",no,0
199,"assign the incident severity level  to ""low"".",pdf,0
200,"assign the incident severity level  to ""low"".",phishe,0
201,"assign the incident severity level  to ""low"".",playbook,0
202,"assign the incident severity level  to ""low"".",priviledge,0
203,"assign the incident severity level  to ""low"".",qualys,0
204,"assign the incident severity level  to ""low"".",relevant,0
205,"assign the incident severity level  to ""low"".",sms,0
206,"assign the incident severity level  to ""low"".",source.user,0
207,"assign the incident severity level  to ""low"".",status,0
208,"assign the incident severity level  to ""low"".",user,0
209,"assign the incident severity level  to ""low"".",user.account,0
210,"assign the incident severity level  to ""medium"".",accounts,0
211,"assign the incident severity level  to ""medium"".",active,0
212,"assign the incident severity level  to ""medium"".",ad.account,0
213,"assign the incident severity level  to ""medium"".",case.event,0
214,"assign the incident severity level  to ""medium"".",crowdstrike,0
215,"assign the incident severity level  to ""medium"".",cve,0
216,"assign the incident severity level  to ""medium"".",email,0
217,"assign the incident severity level  to ""medium"".",external,0
218,"assign the incident severity level  to ""medium"".",file,0
219,"assign the incident severity level  to ""medium"".",generic.polling,0
220,"assign the incident severity level  to ""medium"".",hardware,0
221,"assign the incident severity level  to ""medium"".",host,0
222,"assign the incident severity level  to ""medium"".",id.dn,0
223,"assign the incident severity level  to ""medium"".",incident,1
224,"assign the incident severity level  to ""medium"".",logs,0
225,"assign the incident severity level  to ""medium"".",malicious,0
226,"assign the incident severity level  to ""medium"".",md5,0
227,"assign the incident severity level  to ""medium"".",na,0
228,"assign the incident severity level  to ""medium"".",no,0
229,"assign the incident severity level  to ""medium"".",pdf,0
230,"assign the incident severity level  to ""medium"".",phishe,0
231,"assign the incident severity level  to ""medium"".",playbook,0
232,"assign the incident severity level  to ""medium"".",priviledge,0
233,"assign the incident severity level  to ""medium"".",qualys,0
234,"assign the incident severity level  to ""medium"".",relevant,0
235,"assign the incident severity level  to ""medium"".",sms,0
236,"assign the incident severity level  to ""medium"".",source.user,0
237,"assign the incident severity level  to ""medium"".",status,0
238,"assign the incident severity level  to ""medium"".",user,0
239,"assign the incident severity level  to ""medium"".",user.account,0
240,assign the incident to an analyst based on the analyst’s organizational role.,accounts,0
241,assign the incident to an analyst based on the analyst’s organizational role.,active,0
242,assign the incident to an analyst based on the analyst’s organizational role.,ad.account,0
243,assign the incident to an analyst based on the analyst’s organizational role.,case.event,0
244,assign the incident to an analyst based on the analyst’s organizational role.,crowdstrike,0
245,assign the incident to an analyst based on the analyst’s organizational role.,cve,0
246,assign the incident to an analyst based on the analyst’s organizational role.,email,0
247,assign the incident to an analyst based on the analyst’s organizational role.,external,0
248,assign the incident to an analyst based on the analyst’s organizational role.,file,0
249,assign the incident to an analyst based on the analyst’s organizational role.,generic.polling,0
250,assign the incident to an analyst based on the analyst’s organizational role.,hardware,0
251,assign the incident to an analyst based on the analyst’s organizational role.,host,0
252,assign the incident to an analyst based on the analyst’s organizational role.,id.dn,0
253,assign the incident to an analyst based on the analyst’s organizational role.,incident,0
254,assign the incident to an analyst based on the analyst’s organizational role.,logs,0
255,assign the incident to an analyst based on the analyst’s organizational role.,malicious,0
256,assign the incident to an analyst based on the analyst’s organizational role.,md5,0
257,assign the incident to an analyst based on the analyst’s organizational role.,na,1
258,assign the incident to an analyst based on the analyst’s organizational role.,no,0
259,assign the incident to an analyst based on the analyst’s organizational role.,pdf,0
260,assign the incident to an analyst based on the analyst’s organizational role.,phishe,0
261,assign the incident to an analyst based on the analyst’s organizational role.,playbook,0
262,assign the incident to an analyst based on the analyst’s organizational role.,priviledge,0
263,assign the incident to an analyst based on the analyst’s organizational role.,qualys,0
264,assign the incident to an analyst based on the analyst’s organizational role.,relevant,0
265,assign the incident to an analyst based on the analyst’s organizational role.,sms,0
266,assign the incident to an analyst based on the analyst’s organizational role.,source.user,0
267,assign the incident to an analyst based on the analyst’s organizational role.,status,0
268,assign the incident to an analyst based on the analyst’s organizational role.,user,0
269,assign the incident to an analyst based on the analyst’s organizational role.,user.account,0
270,auto-close this incident,accounts,0
271,auto-close this incident,active,0
272,auto-close this incident,ad.account,0
273,auto-close this incident,case.event,0
274,auto-close this incident,crowdstrike,0
275,auto-close this incident,cve,0
276,auto-close this incident,email,0
277,auto-close this incident,external,0
278,auto-close this incident,file,0
279,auto-close this incident,generic.polling,0
280,auto-close this incident,hardware,0
281,auto-close this incident,host,0
282,auto-close this incident,id.dn,0
283,auto-close this incident,incident,0
284,auto-close this incident,logs,0
285,auto-close this incident,malicious,0
286,auto-close this incident,md5,0
287,auto-close this incident,na,1
288,auto-close this incident,no,0
289,auto-close this incident,pdf,0
290,auto-close this incident,phishe,0
291,auto-close this incident,playbook,0
292,auto-close this incident,priviledge,0
293,auto-close this incident,qualys,0
294,auto-close this incident,relevant,0
295,auto-close this incident,sms,0
296,auto-close this incident,source.user,0
297,auto-close this incident,status,0
298,auto-close this incident,user,0
299,auto-close this incident,user.account,0
300,block the external ips in the firewall,accounts,0
301,block the external ips in the firewall,active,0
302,block the external ips in the firewall,ad.account,0
303,block the external ips in the firewall,case.event,0
304,block the external ips in the firewall,crowdstrike,0
305,block the external ips in the firewall,cve,0
306,block the external ips in the firewall,email,0
307,block the external ips in the firewall,external,1
308,block the external ips in the firewall,file,0
309,block the external ips in the firewall,generic.polling,0
310,block the external ips in the firewall,hardware,0
311,block the external ips in the firewall,host,0
312,block the external ips in the firewall,id.dn,0
313,block the external ips in the firewall,incident,0
314,block the external ips in the firewall,logs,0
315,block the external ips in the firewall,malicious,0
316,block the external ips in the firewall,md5,0
317,block the external ips in the firewall,na,0
318,block the external ips in the firewall,no,0
319,block the external ips in the firewall,pdf,0
320,block the external ips in the firewall,phishe,0
321,block the external ips in the firewall,playbook,0
322,block the external ips in the firewall,priviledge,0
323,block the external ips in the firewall,qualys,0
324,block the external ips in the firewall,relevant,0
325,block the external ips in the firewall,sms,0
326,block the external ips in the firewall,source.user,0
327,block the external ips in the firewall,status,0
328,block the external ips in the firewall,user,0
329,block the external ips in the firewall,user.account,0
330,block the external ips in the proxy,accounts,0
331,block the external ips in the proxy,active,0
332,block the external ips in the proxy,ad.account,0
333,block the external ips in the proxy,case.event,0
334,block the external ips in the proxy,crowdstrike,0
335,block the external ips in the proxy,cve,0
336,block the external ips in the proxy,email,0
337,block the external ips in the proxy,external,1
338,block the external ips in the proxy,file,0
339,block the external ips in the proxy,generic.polling,0
340,block the external ips in the proxy,hardware,0
341,block the external ips in the proxy,host,0
342,block the external ips in the proxy,id.dn,0
343,block the external ips in the proxy,incident,0
344,block the external ips in the proxy,logs,0
345,block the external ips in the proxy,malicious,0
346,block the external ips in the proxy,md5,0
347,block the external ips in the proxy,na,0
348,block the external ips in the proxy,no,0
349,block the external ips in the proxy,pdf,0
350,block the external ips in the proxy,phishe,0
351,block the external ips in the proxy,playbook,0
352,block the external ips in the proxy,priviledge,0
353,block the external ips in the proxy,qualys,0
354,block the external ips in the proxy,relevant,0
355,block the external ips in the proxy,sms,0
356,block the external ips in the proxy,source.user,0
357,block the external ips in the proxy,status,0
358,block the external ips in the proxy,user,0
359,block the external ips in the proxy,user.account,0
360,block the ips using check point firewall.,accounts,0
361,block the ips using check point firewall.,active,0
362,block the ips using check point firewall.,ad.account,0
363,block the ips using check point firewall.,case.event,0
364,block the ips using check point firewall.,crowdstrike,0
365,block the ips using check point firewall.,cve,0
366,block the ips using check point firewall.,email,0
367,block the ips using check point firewall.,external,0
368,block the ips using check point firewall.,file,0
369,block the ips using check point firewall.,generic.polling,0
370,block the ips using check point firewall.,hardware,0
371,block the ips using check point firewall.,host,0
372,block the ips using check point firewall.,id.dn,0
373,block the ips using check point firewall.,incident,0
374,block the ips using check point firewall.,logs,0
375,block the ips using check point firewall.,malicious,0
376,block the ips using check point firewall.,md5,0
377,block the ips using check point firewall.,na,1
378,block the ips using check point firewall.,no,0
379,block the ips using check point firewall.,pdf,0
380,block the ips using check point firewall.,phishe,0
381,block the ips using check point firewall.,playbook,0
382,block the ips using check point firewall.,priviledge,0
383,block the ips using check point firewall.,qualys,0
384,block the ips using check point firewall.,relevant,0
385,block the ips using check point firewall.,sms,0
386,block the ips using check point firewall.,source.user,0
387,block the ips using check point firewall.,status,0
388,block the ips using check point firewall.,user,0
389,block the ips using check point firewall.,user.account,0
390,block the ips using palo alto networks panorama.,accounts,0
391,block the ips using palo alto networks panorama.,active,0
392,block the ips using palo alto networks panorama.,ad.account,0
393,block the ips using palo alto networks panorama.,case.event,0
394,block the ips using palo alto networks panorama.,crowdstrike,0
395,block the ips using palo alto networks panorama.,cve,0
396,block the ips using palo alto networks panorama.,email,0
397,block the ips using palo alto networks panorama.,external,0
398,block the ips using palo alto networks panorama.,file,0
399,block the ips using palo alto networks panorama.,generic.polling,0
400,block the ips using palo alto networks panorama.,hardware,0
401,block the ips using palo alto networks panorama.,host,0
402,block the ips using palo alto networks panorama.,id.dn,0
403,block the ips using palo alto networks panorama.,incident,0
404,block the ips using palo alto networks panorama.,logs,0
405,block the ips using palo alto networks panorama.,malicious,0
406,block the ips using palo alto networks panorama.,md5,0
407,block the ips using palo alto networks panorama.,na,1
408,block the ips using palo alto networks panorama.,no,0
409,block the ips using palo alto networks panorama.,pdf,0
410,block the ips using palo alto networks panorama.,phishe,0
411,block the ips using palo alto networks panorama.,playbook,0
412,block the ips using palo alto networks panorama.,priviledge,0
413,block the ips using palo alto networks panorama.,qualys,0
414,block the ips using palo alto networks panorama.,relevant,0
415,block the ips using palo alto networks panorama.,sms,0
416,block the ips using palo alto networks panorama.,source.user,0
417,block the ips using palo alto networks panorama.,status,0
418,block the ips using palo alto networks panorama.,user,0
419,block the ips using palo alto networks panorama.,user.account,0
420,block the ips using zscaler.,accounts,0
421,block the ips using zscaler.,active,0
422,block the ips using zscaler.,ad.account,0
423,block the ips using zscaler.,case.event,0
424,block the ips using zscaler.,crowdstrike,0
425,block the ips using zscaler.,cve,0
426,block the ips using zscaler.,email,0
427,block the ips using zscaler.,external,0
428,block the ips using zscaler.,file,0
429,block the ips using zscaler.,generic.polling,0
430,block the ips using zscaler.,hardware,0
431,block the ips using zscaler.,host,0
432,block the ips using zscaler.,id.dn,0
433,block the ips using zscaler.,incident,0
434,block the ips using zscaler.,logs,0
435,block the ips using zscaler.,malicious,0
436,block the ips using zscaler.,md5,0
437,block the ips using zscaler.,na,1
438,block the ips using zscaler.,no,0
439,block the ips using zscaler.,pdf,0
440,block the ips using zscaler.,phishe,0
441,block the ips using zscaler.,playbook,0
442,block the ips using zscaler.,priviledge,0
443,block the ips using zscaler.,qualys,0
444,block the ips using zscaler.,relevant,0
445,block the ips using zscaler.,sms,0
446,block the ips using zscaler.,source.user,0
447,block the ips using zscaler.,status,0
448,block the ips using zscaler.,user,0
449,block the ips using zscaler.,user.account,0
450,block the urls using zscaler.,accounts,0
451,block the urls using zscaler.,active,0
452,block the urls using zscaler.,ad.account,0
453,block the urls using zscaler.,case.event,0
454,block the urls using zscaler.,crowdstrike,0
455,block the urls using zscaler.,cve,0
456,block the urls using zscaler.,email,0
457,block the urls using zscaler.,external,0
458,block the urls using zscaler.,file,0
459,block the urls using zscaler.,generic.polling,0
460,block the urls using zscaler.,hardware,0
461,block the urls using zscaler.,host,0
462,block the urls using zscaler.,id.dn,0
463,block the urls using zscaler.,incident,0
464,block the urls using zscaler.,logs,0
465,block the urls using zscaler.,malicious,0
466,block the urls using zscaler.,md5,0
467,block the urls using zscaler.,na,1
468,block the urls using zscaler.,no,0
469,block the urls using zscaler.,pdf,0
470,block the urls using zscaler.,phishe,0
471,block the urls using zscaler.,playbook,0
472,block the urls using zscaler.,priviledge,0
473,block the urls using zscaler.,qualys,0
474,block the urls using zscaler.,relevant,0
475,block the urls using zscaler.,sms,0
476,block the urls using zscaler.,source.user,0
477,block the urls using zscaler.,status,0
478,block the urls using zscaler.,user,0
479,block the urls using zscaler.,user.account,0
480,change the properties of an incident,accounts,0
481,change the properties of an incident,active,0
482,change the properties of an incident,ad.account,0
483,change the properties of an incident,case.event,0
484,change the properties of an incident,crowdstrike,0
485,change the properties of an incident,cve,0
486,change the properties of an incident,email,0
487,change the properties of an incident,external,0
488,change the properties of an incident,file,0
489,change the properties of an incident,generic.polling,0
490,change the properties of an incident,hardware,0
491,change the properties of an incident,host,0
492,change the properties of an incident,id.dn,0
493,change the properties of an incident,incident,0
494,change the properties of an incident,logs,0
495,change the properties of an incident,malicious,0
496,change the properties of an incident,md5,0
497,change the properties of an incident,na,1
498,change the properties of an incident,no,0
499,change the properties of an incident,pdf,0
500,change the properties of an incident,phishe,0
501,change the properties of an incident,playbook,0
502,change the properties of an incident,priviledge,0
503,change the properties of an incident,qualys,0
504,change the properties of an incident,relevant,0
505,change the properties of an incident,sms,0
506,change the properties of an incident,source.user,0
507,change the properties of an incident,status,0
508,change the properties of an incident,user,0
509,change the properties of an incident,user.account,0
510,check email address,accounts,0
511,check email address,active,0
512,check email address,ad.account,0
513,check email address,case.event,0
514,check email address,crowdstrike,0
515,check email address,cve,0
516,check email address,email,1
517,check email address,external,0
518,check email address,file,0
519,check email address,generic.polling,0
520,check email address,hardware,0
521,check email address,host,0
522,check email address,id.dn,0
523,check email address,incident,0
524,check email address,logs,0
525,check email address,malicious,0
526,check email address,md5,0
527,check email address,na,0
528,check email address,no,0
529,check email address,pdf,0
530,check email address,phishe,0
531,check email address,playbook,0
532,check email address,priviledge,0
533,check email address,qualys,0
534,check email address,relevant,0
535,check email address,sms,0
536,check email address,source.user,0
537,check email address,status,0
538,check email address,user,0
539,check email address,user.account,0
540,check for active directory instance,accounts,1
541,check for active directory instance,active,0
542,check for active directory instance,ad.account,0
543,check for active directory instance,case.event,0
544,check for active directory instance,crowdstrike,0
545,check for active directory instance,cve,0
546,check for active directory instance,email,0
547,check for active directory instance,external,0
548,check for active directory instance,file,0
549,check for active directory instance,generic.polling,0
550,check for active directory instance,hardware,0
551,check for active directory instance,host,0
552,check for active directory instance,id.dn,0
553,check for active directory instance,incident,0
554,check for active directory instance,logs,0
555,check for active directory instance,malicious,0
556,check for active directory instance,md5,0
557,check for active directory instance,na,0
558,check for active directory instance,no,0
559,check for active directory instance,pdf,0
560,check for active directory instance,phishe,0
561,check for active directory instance,playbook,0
562,check for active directory instance,priviledge,0
563,check for active directory instance,qualys,0
564,check for active directory instance,relevant,0
565,check for active directory instance,sms,0
566,check for active directory instance,source.user,0
567,check for active directory instance,status,0
568,check for active directory instance,user,0
569,check for active directory instance,user.account,0
570,check operation status,accounts,0
571,check operation status,active,0
572,check operation status,ad.account,0
573,check operation status,case.event,0
574,check operation status,crowdstrike,0
575,check operation status,cve,0
576,check operation status,email,0
577,check operation status,external,0
578,check operation status,file,0
579,check operation status,generic.polling,0
580,check operation status,hardware,0
581,check operation status,host,0
582,check operation status,id.dn,0
583,check operation status,incident,0
584,check operation status,logs,0
585,check operation status,malicious,0
586,check operation status,md5,0
587,check operation status,na,0
588,check operation status,no,0
589,check operation status,pdf,0
590,check operation status,phishe,0
591,check operation status,playbook,0
592,check operation status,priviledge,0
593,check operation status,qualys,0
594,check operation status,relevant,0
595,check operation status,sms,0
596,check operation status,source.user,0
597,check operation status,status,1
598,check operation status,user,0
599,check operation status,user.account,0
600,check username to query,accounts,0
601,check username to query,active,0
602,check username to query,ad.account,0
603,check username to query,case.event,0
604,check username to query,crowdstrike,0
605,check username to query,cve,0
606,check username to query,email,0
607,check username to query,external,0
608,check username to query,file,0
609,check username to query,generic.polling,0
610,check username to query,hardware,0
611,check username to query,host,0
612,check username to query,id.dn,0
613,check username to query,incident,0
614,check username to query,logs,0
615,check username to query,malicious,0
616,check username to query,md5,0
617,check username to query,na,1
618,check username to query,no,0
619,check username to query,pdf,0
620,check username to query,phishe,0
621,check username to query,playbook,0
622,check username to query,priviledge,0
623,check username to query,qualys,0
624,check username to query,relevant,0
625,check username to query,sms,0
626,check username to query,source.user,0
627,check username to query,status,0
628,check username to query,user,0
629,check username to query,user.account,0
630,classify incident with qradar,accounts,0
631,classify incident with qradar,active,0
632,classify incident with qradar,ad.account,0
633,classify incident with qradar,case.event,0
634,classify incident with qradar,crowdstrike,0
635,classify incident with qradar,cve,0
636,classify incident with qradar,email,0
637,classify incident with qradar,external,0
638,classify incident with qradar,file,0
639,classify incident with qradar,generic.polling,0
640,classify incident with qradar,hardware,0
641,classify incident with qradar,host,0
642,classify incident with qradar,id.dn,0
643,classify incident with qradar,incident,0
644,classify incident with qradar,logs,0
645,classify incident with qradar,malicious,0
646,classify incident with qradar,md5,0
647,classify incident with qradar,na,1
648,classify incident with qradar,no,0
649,classify incident with qradar,pdf,0
650,classify incident with qradar,phishe,0
651,classify incident with qradar,playbook,0
652,classify incident with qradar,priviledge,0
653,classify incident with qradar,qualys,0
654,classify incident with qradar,relevant,0
655,classify incident with qradar,sms,0
656,classify incident with qradar,source.user,0
657,classify incident with qradar,status,0
658,classify incident with qradar,user,0
659,classify incident with qradar,user.account,0
660,classify incident with trendmicro,accounts,0
661,classify incident with trendmicro,active,0
662,classify incident with trendmicro,ad.account,0
663,classify incident with trendmicro,case.event,0
664,classify incident with trendmicro,crowdstrike,0
665,classify incident with trendmicro,cve,0
666,classify incident with trendmicro,email,0
667,classify incident with trendmicro,external,0
668,classify incident with trendmicro,file,0
669,classify incident with trendmicro,generic.polling,0
670,classify incident with trendmicro,hardware,0
671,classify incident with trendmicro,host,0
672,classify incident with trendmicro,id.dn,0
673,classify incident with trendmicro,incident,0
674,classify incident with trendmicro,logs,0
675,classify incident with trendmicro,malicious,0
676,classify incident with trendmicro,md5,0
677,classify incident with trendmicro,na,1
678,classify incident with trendmicro,no,0
679,classify incident with trendmicro,pdf,0
680,classify incident with trendmicro,phishe,0
681,classify incident with trendmicro,playbook,0
682,classify incident with trendmicro,priviledge,0
683,classify incident with trendmicro,qualys,0
684,classify incident with trendmicro,relevant,0
685,classify incident with trendmicro,sms,0
686,classify incident with trendmicro,source.user,0
687,classify incident with trendmicro,status,0
688,classify incident with trendmicro,user,0
689,classify incident with trendmicro,user.account,0
690,classify incident with vectra,accounts,0
691,classify incident with vectra,active,0
692,classify incident with vectra,ad.account,0
693,classify incident with vectra,case.event,0
694,classify incident with vectra,crowdstrike,0
695,classify incident with vectra,cve,0
696,classify incident with vectra,email,0
697,classify incident with vectra,external,0
698,classify incident with vectra,file,0
699,classify incident with vectra,generic.polling,0
