,0,1,2
98,"assign the incident severity level  to ""high"".",enrich,0
99,"assign the incident severity level  to ""high"".",parse,0
100,"assign the incident severity level  to ""high"".",print,0
101,"assign the incident severity level  to ""high"".",quarantine,0
102,"assign the incident severity level  to ""high"".",query,0
103,"assign the incident severity level  to ""high"".",retrieve,0
104,"assign the incident severity level  to ""high"".",send,0
105,"assign the incident severity level  to ""high"".",set,1
106,"assign the incident severity level  to ""high"".",use,0
107,"assign the incident severity level  to ""high"".",verify,0
108,"assign the incident severity level  to ""low"".",assing,0
109,"assign the incident severity level  to ""low"".",block,0
110,"assign the incident severity level  to ""low"".",categorise,0
111,"assign the incident severity level  to ""low"".",close,0
112,"assign the incident severity level  to ""low"".",create,0
113,"assign the incident severity level  to ""low"".",detonate,0
114,"assign the incident severity level  to ""low"".",disable,0
115,"assign the incident severity level  to ""low"".",download,0
116,"assign the incident severity level  to ""low"".",enrich,0
117,"assign the incident severity level  to ""low"".",parse,0
118,"assign the incident severity level  to ""low"".",print,0
119,"assign the incident severity level  to ""low"".",quarantine,0
120,"assign the incident severity level  to ""low"".",query,0
121,"assign the incident severity level  to ""low"".",retrieve,0
122,"assign the incident severity level  to ""low"".",send,0
123,"assign the incident severity level  to ""low"".",set,1
124,"assign the incident severity level  to ""low"".",use,0
125,"assign the incident severity level  to ""low"".",verify,0
126,"assign the incident severity level  to ""medium"".",assing,0
127,"assign the incident severity level  to ""medium"".",block,0
128,"assign the incident severity level  to ""medium"".",categorise,0
129,"assign the incident severity level  to ""medium"".",close,0
130,"assign the incident severity level  to ""medium"".",create,0
131,"assign the incident severity level  to ""medium"".",detonate,0
132,"assign the incident severity level  to ""medium"".",disable,0
133,"assign the incident severity level  to ""medium"".",download,0
134,"assign the incident severity level  to ""medium"".",enrich,0
135,"assign the incident severity level  to ""medium"".",parse,0
136,"assign the incident severity level  to ""medium"".",print,0
137,"assign the incident severity level  to ""medium"".",quarantine,0
138,"assign the incident severity level  to ""medium"".",query,0
139,"assign the incident severity level  to ""medium"".",retrieve,0
140,"assign the incident severity level  to ""medium"".",send,0
141,"assign the incident severity level  to ""medium"".",set,1
142,"assign the incident severity level  to ""medium"".",use,0
143,"assign the incident severity level  to ""medium"".",verify,0
144,assign the incident to an analyst based on the analysts organizational role.,assing,1
145,assign the incident to an analyst based on the analysts organizational role.,block,0
146,assign the incident to an analyst based on the analysts organizational role.,categorise,0
147,assign the incident to an analyst based on the analysts organizational role.,close,0
148,assign the incident to an analyst based on the analysts organizational role.,create,0
149,assign the incident to an analyst based on the analysts organizational role.,detonate,0
150,assign the incident to an analyst based on the analysts organizational role.,disable,0
151,assign the incident to an analyst based on the analysts organizational role.,download,0
152,assign the incident to an analyst based on the analysts organizational role.,enrich,0
153,assign the incident to an analyst based on the analysts organizational role.,parse,0
154,assign the incident to an analyst based on the analysts organizational role.,print,0
155,assign the incident to an analyst based on the analysts organizational role.,quarantine,0
156,assign the incident to an analyst based on the analysts organizational role.,query,0
157,assign the incident to an analyst based on the analysts organizational role.,retrieve,0
158,assign the incident to an analyst based on the analysts organizational role.,send,0
159,assign the incident to an analyst based on the analysts organizational role.,set,0
160,assign the incident to an analyst based on the analysts organizational role.,use,0
161,assign the incident to an analyst based on the analysts organizational role.,verify,0
162,auto-close this incident,assing,0
163,auto-close this incident,block,0
164,auto-close this incident,categorise,0
165,auto-close this incident,close,1
166,auto-close this incident,create,0
167,auto-close this incident,detonate,0
168,auto-close this incident,disable,0
169,auto-close this incident,download,0
170,auto-close this incident,enrich,0
171,auto-close this incident,parse,0
172,auto-close this incident,print,0
173,auto-close this incident,quarantine,0
174,auto-close this incident,query,0
175,auto-close this incident,retrieve,0
176,auto-close this incident,send,0
177,auto-close this incident,set,0
178,auto-close this incident,use,0
179,auto-close this incident,verify,0
180,block the external ips in the firewall,assing,0
181,block the external ips in the firewall,block,1
182,block the external ips in the firewall,categorise,0
183,block the external ips in the firewall,close,0
184,block the external ips in the firewall,create,0
185,block the external ips in the firewall,detonate,0
186,block the external ips in the firewall,disable,0
187,block the external ips in the firewall,download,0
188,block the external ips in the firewall,enrich,0
189,block the external ips in the firewall,parse,0
190,block the external ips in the firewall,print,0
191,block the external ips in the firewall,quarantine,0
192,block the external ips in the firewall,query,0
193,block the external ips in the firewall,retrieve,0
194,block the external ips in the firewall,send,0
195,block the external ips in the firewall,set,0
196,block the external ips in the firewall,use,0
197,block the external ips in the firewall,verify,0
198,block the external ips in the proxy,assing,0
199,block the external ips in the proxy,block,1
200,block the external ips in the proxy,categorise,0
201,block the external ips in the proxy,close,0
202,block the external ips in the proxy,create,0
203,block the external ips in the proxy,detonate,0
204,block the external ips in the proxy,disable,0
205,block the external ips in the proxy,download,0
206,block the external ips in the proxy,enrich,0
207,block the external ips in the proxy,parse,0
208,block the external ips in the proxy,print,0
209,block the external ips in the proxy,quarantine,0
210,block the external ips in the proxy,query,0
211,block the external ips in the proxy,retrieve,0
212,block the external ips in the proxy,send,0
213,block the external ips in the proxy,set,0
214,block the external ips in the proxy,use,0
215,block the external ips in the proxy,verify,0
216,block the ips using check point firewall.,assing,0
217,block the ips using check point firewall.,block,1
218,block the ips using check point firewall.,categorise,0
219,block the ips using check point firewall.,close,0
220,block the ips using check point firewall.,create,0
221,block the ips using check point firewall.,detonate,0
222,block the ips using check point firewall.,disable,0
223,block the ips using check point firewall.,download,0
224,block the ips using check point firewall.,enrich,0
225,block the ips using check point firewall.,parse,0
226,block the ips using check point firewall.,print,0
227,block the ips using check point firewall.,quarantine,0
228,block the ips using check point firewall.,query,0
229,block the ips using check point firewall.,retrieve,0
230,block the ips using check point firewall.,send,0
231,block the ips using check point firewall.,set,0
232,block the ips using check point firewall.,use,0
233,block the ips using check point firewall.,verify,0
234,block the ips using palo alto networks panorama.,assing,0
235,block the ips using palo alto networks panorama.,block,1
236,block the ips using palo alto networks panorama.,categorise,0
237,block the ips using palo alto networks panorama.,close,0
238,block the ips using palo alto networks panorama.,create,0
239,block the ips using palo alto networks panorama.,detonate,0
240,block the ips using palo alto networks panorama.,disable,0
241,block the ips using palo alto networks panorama.,download,0
242,block the ips using palo alto networks panorama.,enrich,0
243,block the ips using palo alto networks panorama.,parse,0
244,block the ips using palo alto networks panorama.,print,0
245,block the ips using palo alto networks panorama.,quarantine,0
246,block the ips using palo alto networks panorama.,query,0
247,block the ips using palo alto networks panorama.,retrieve,0
248,block the ips using palo alto networks panorama.,send,0
249,block the ips using palo alto networks panorama.,set,0
250,block the ips using palo alto networks panorama.,use,0
251,block the ips using palo alto networks panorama.,verify,0
252,block the ips using zscaler.,assing,0
253,block the ips using zscaler.,block,1
254,block the ips using zscaler.,categorise,0
255,block the ips using zscaler.,close,0
256,block the ips using zscaler.,create,0
257,block the ips using zscaler.,detonate,0
258,block the ips using zscaler.,disable,0
259,block the ips using zscaler.,download,0
260,block the ips using zscaler.,enrich,0
261,block the ips using zscaler.,parse,0
262,block the ips using zscaler.,print,0
263,block the ips using zscaler.,quarantine,0
264,block the ips using zscaler.,query,0
265,block the ips using zscaler.,retrieve,0
266,block the ips using zscaler.,send,0
267,block the ips using zscaler.,set,0
268,block the ips using zscaler.,use,0
269,block the ips using zscaler.,verify,0
270,block the urls using zscaler.,assing,0
271,block the urls using zscaler.,block,1
272,block the urls using zscaler.,categorise,0
273,block the urls using zscaler.,close,0
274,block the urls using zscaler.,create,0
275,block the urls using zscaler.,detonate,0
276,block the urls using zscaler.,disable,0
277,block the urls using zscaler.,download,0
278,block the urls using zscaler.,enrich,0
279,block the urls using zscaler.,parse,0
280,block the urls using zscaler.,print,0
281,block the urls using zscaler.,quarantine,0
282,block the urls using zscaler.,query,0
283,block the urls using zscaler.,retrieve,0
284,block the urls using zscaler.,send,0
285,block the urls using zscaler.,set,0
286,block the urls using zscaler.,use,0
287,block the urls using zscaler.,verify,0
288,blocks malicious usernames using all integrations that you have enabled.,assing,0
289,blocks malicious usernames using all integrations that you have enabled.,block,1
290,blocks malicious usernames using all integrations that you have enabled.,categorise,0
291,blocks malicious usernames using all integrations that you have enabled.,close,0
292,blocks malicious usernames using all integrations that you have enabled.,create,0
293,blocks malicious usernames using all integrations that you have enabled.,detonate,0
294,blocks malicious usernames using all integrations that you have enabled.,disable,0
295,blocks malicious usernames using all integrations that you have enabled.,download,0
296,blocks malicious usernames using all integrations that you have enabled.,enrich,0
297,blocks malicious usernames using all integrations that you have enabled.,parse,0
298,blocks malicious usernames using all integrations that you have enabled.,print,0
299,blocks malicious usernames using all integrations that you have enabled.,quarantine,0
300,blocks malicious usernames using all integrations that you have enabled.,query,0
301,blocks malicious usernames using all integrations that you have enabled.,retrieve,0
302,blocks malicious usernames using all integrations that you have enabled.,send,0
303,blocks malicious usernames using all integrations that you have enabled.,set,0
304,blocks malicious usernames using all integrations that you have enabled.,use,0
305,blocks malicious usernames using all integrations that you have enabled.,verify,0
306,change the properties of an incident,assing,0
307,change the properties of an incident,block,0
308,change the properties of an incident,categorise,0
309,change the properties of an incident,close,0
310,change the properties of an incident,create,0
311,change the properties of an incident,detonate,0
312,change the properties of an incident,disable,0
313,change the properties of an incident,download,0
314,change the properties of an incident,enrich,0
315,change the properties of an incident,parse,0
316,change the properties of an incident,print,0
317,change the properties of an incident,quarantine,0
318,change the properties of an incident,query,0
319,change the properties of an incident,retrieve,0
320,change the properties of an incident,send,0
321,change the properties of an incident,set,1
322,change the properties of an incident,use,0
323,change the properties of an incident,verify,0
324,check email address,assing,0
325,check email address,block,0
326,check email address,categorise,0
327,check email address,close,0
328,check email address,create,0
329,check email address,detonate,0
330,check email address,disable,0
331,check email address,download,0
332,check email address,enrich,0
333,check email address,parse,0
334,check email address,print,0
335,check email address,quarantine,0
336,check email address,query,0
337,check email address,retrieve,0
338,check email address,send,0
339,check email address,set,0
340,check email address,use,0
341,check email address,verify,1
342,check for active directory instance,assing,0
343,check for active directory instance,block,0
344,check for active directory instance,categorise,0
345,check for active directory instance,close,0
346,check for active directory instance,create,0
347,check for active directory instance,detonate,0
348,check for active directory instance,disable,0
349,check for active directory instance,download,0
350,check for active directory instance,enrich,0
351,check for active directory instance,parse,0
352,check for active directory instance,print,0
353,check for active directory instance,quarantine,0
354,check for active directory instance,query,0
355,check for active directory instance,retrieve,0
356,check for active directory instance,send,0
357,check for active directory instance,set,0
358,check for active directory instance,use,0
359,check for active directory instance,verify,1
360,check operation status,assing,0
361,check operation status,block,0
362,check operation status,categorise,0
363,check operation status,close,0
364,check operation status,create,0
365,check operation status,detonate,0
366,check operation status,disable,0
367,check operation status,download,0
368,check operation status,enrich,0
369,check operation status,parse,0
370,check operation status,print,0
371,check operation status,quarantine,0
372,check operation status,query,0
373,check operation status,retrieve,0
374,check operation status,send,0
375,check operation status,set,0
376,check operation status,use,0
377,check operation status,verify,1
378,check username to query,assing,0
379,check username to query,block,0
380,check username to query,categorise,0
381,check username to query,close,0
382,check username to query,create,0
383,check username to query,detonate,0
384,check username to query,disable,0
385,check username to query,download,0
386,check username to query,enrich,0
387,check username to query,parse,0
388,check username to query,print,0
389,check username to query,quarantine,0
390,check username to query,query,0
391,check username to query,retrieve,0
392,check username to query,send,0
393,check username to query,set,0
394,check username to query,use,0
395,check username to query,verify,1
396,classify incident with qradar,assing,0
397,classify incident with qradar,block,0
398,classify incident with qradar,categorise,1
399,classify incident with qradar,close,0
400,classify incident with qradar,create,0
401,classify incident with qradar,detonate,0
402,classify incident with qradar,disable,0
403,classify incident with qradar,download,0
404,classify incident with qradar,enrich,0
405,classify incident with qradar,parse,0
406,classify incident with qradar,print,0
407,classify incident with qradar,quarantine,0
408,classify incident with qradar,query,0
409,classify incident with qradar,retrieve,0
410,classify incident with qradar,send,0
411,classify incident with qradar,set,0
412,classify incident with qradar,use,0
413,classify incident with qradar,verify,0
414,classify incident with trendmicro,assing,0
415,classify incident with trendmicro,block,0
416,classify incident with trendmicro,categorise,1
417,classify incident with trendmicro,close,0
418,classify incident with trendmicro,create,0
419,classify incident with trendmicro,detonate,0
420,classify incident with trendmicro,disable,0
421,classify incident with trendmicro,download,0
422,classify incident with trendmicro,enrich,0
423,classify incident with trendmicro,parse,0
424,classify incident with trendmicro,print,0
425,classify incident with trendmicro,quarantine,0
426,classify incident with trendmicro,query,0
427,classify incident with trendmicro,retrieve,0
428,classify incident with trendmicro,send,0
429,classify incident with trendmicro,set,0
430,classify incident with trendmicro,use,0
431,classify incident with trendmicro,verify,0
432,classify incident with vectra,assing,0
433,classify incident with vectra,block,0
434,classify incident with vectra,categorise,1
435,classify incident with vectra,close,0
436,classify incident with vectra,create,0
437,classify incident with vectra,detonate,0
438,classify incident with vectra,disable,0
439,classify incident with vectra,download,0
440,classify incident with vectra,enrich,0
441,classify incident with vectra,parse,0
442,classify incident with vectra,print,0
443,classify incident with vectra,quarantine,0
444,classify incident with vectra,query,0
445,classify incident with vectra,retrieve,0
446,classify incident with vectra,send,0
447,classify incident with vectra,set,0
448,classify incident with vectra,use,0
449,classify incident with vectra,verify,0
450,close the current incident,assing,0
451,close the current incident,block,0
452,close the current incident,categorise,0
453,close the current incident,close,1
454,close the current incident,create,0
455,close the current incident,detonate,0
456,close the current incident,disable,0
457,close the current incident,download,0
458,close the current incident,enrich,0
459,close the current incident,parse,0
460,close the current incident,print,0
461,close the current incident,quarantine,0
462,close the current incident,query,0
463,close the current incident,retrieve,0
464,close the current incident,send,0
465,close the current incident,set,0
466,close the current incident,use,0
467,close the current incident,verify,0
468,close the investigation.,assing,0
469,close the investigation.,block,0
470,close the investigation.,categorise,0
471,close the investigation.,close,1
472,close the investigation.,create,0
473,close the investigation.,detonate,0
474,close the investigation.,disable,0
475,close the investigation.,download,0
476,close the investigation.,enrich,0
477,close the investigation.,parse,0
478,close the investigation.,print,0
479,close the investigation.,quarantine,0
480,close the investigation.,query,0
481,close the investigation.,retrieve,0
482,close the investigation.,send,0
483,close the investigation.,set,0
484,close the investigation.,use,0
485,close the investigation.,verify,0
486,"create a phishing classifier using machine learning technique, based on email content",assing,0
487,"create a phishing classifier using machine learning technique, based on email content",block,0
488,"create a phishing classifier using machine learning technique, based on email content",categorise,0
489,"create a phishing classifier using machine learning technique, based on email content",close,0
490,"create a phishing classifier using machine learning technique, based on email content",create,1
491,"create a phishing classifier using machine learning technique, based on email content",detonate,0
492,"create a phishing classifier using machine learning technique, based on email content",disable,0
493,"create a phishing classifier using machine learning technique, based on email content",download,0
494,"create a phishing classifier using machine learning technique, based on email content",enrich,0
495,"create a phishing classifier using machine learning technique, based on email content",parse,0
496,"create a phishing classifier using machine learning technique, based on email content",print,0
497,"create a phishing classifier using machine learning technique, based on email content",quarantine,0
498,"create a phishing classifier using machine learning technique, based on email content",query,0
499,"create a phishing classifier using machine learning technique, based on email content",retrieve,0
500,"create a phishing classifier using machine learning technique, based on email content",send,0
501,"create a phishing classifier using machine learning technique, based on email content",set,0
502,"create a phishing classifier using machine learning technique, based on email content",use,0
503,"create a phishing classifier using machine learning technique, based on email content",verify,0
504,detonate the file in available sandboxes.,assing,0
505,detonate the file in available sandboxes.,block,0
506,detonate the file in available sandboxes.,categorise,0
507,detonate the file in available sandboxes.,close,0
508,detonate the file in available sandboxes.,create,0
509,detonate the file in available sandboxes.,detonate,1
510,detonate the file in available sandboxes.,disable,0
511,detonate the file in available sandboxes.,download,0
512,detonate the file in available sandboxes.,enrich,0
513,detonate the file in available sandboxes.,parse,0
514,detonate the file in available sandboxes.,print,0
515,detonate the file in available sandboxes.,quarantine,0
516,detonate the file in available sandboxes.,query,0
517,detonate the file in available sandboxes.,retrieve,0
518,detonate the file in available sandboxes.,send,0
519,detonate the file in available sandboxes.,set,0
520,detonate the file in available sandboxes.,use,0
521,detonate the file in available sandboxes.,verify,0
522,detonate the file in crowdstrike falcon sandbox.,assing,0
523,detonate the file in crowdstrike falcon sandbox.,block,0
524,detonate the file in crowdstrike falcon sandbox.,categorise,0
525,detonate the file in crowdstrike falcon sandbox.,close,0
526,detonate the file in crowdstrike falcon sandbox.,create,0
527,detonate the file in crowdstrike falcon sandbox.,detonate,1
528,detonate the file in crowdstrike falcon sandbox.,disable,0
529,detonate the file in crowdstrike falcon sandbox.,download,0
530,detonate the file in crowdstrike falcon sandbox.,enrich,0
531,detonate the file in crowdstrike falcon sandbox.,parse,0
532,detonate the file in crowdstrike falcon sandbox.,print,0
533,detonate the file in crowdstrike falcon sandbox.,quarantine,0
534,detonate the file in crowdstrike falcon sandbox.,query,0
535,detonate the file in crowdstrike falcon sandbox.,retrieve,0
536,detonate the file in crowdstrike falcon sandbox.,send,0
537,detonate the file in crowdstrike falcon sandbox.,set,0
538,detonate the file in crowdstrike falcon sandbox.,use,0
539,detonate the file in crowdstrike falcon sandbox.,verify,0
540,detonate the file in mcafee atd,assing,0
541,detonate the file in mcafee atd,block,0
542,detonate the file in mcafee atd,categorise,0
543,detonate the file in mcafee atd,close,0
544,detonate the file in mcafee atd,create,0
545,detonate the file in mcafee atd,detonate,1
546,detonate the file in mcafee atd,disable,0
547,detonate the file in mcafee atd,download,0
548,detonate the file in mcafee atd,enrich,0
549,detonate the file in mcafee atd,parse,0
550,detonate the file in mcafee atd,print,0
551,detonate the file in mcafee atd,quarantine,0
552,detonate the file in mcafee atd,query,0
553,detonate the file in mcafee atd,retrieve,0
554,detonate the file in mcafee atd,send,0
555,detonate the file in mcafee atd,set,0
556,detonate the file in mcafee atd,use,0
557,detonate the file in mcafee atd,verify,0
558,detonates a file using anyrun,assing,0
559,detonates a file using anyrun,block,0
560,detonates a file using anyrun,categorise,0
561,detonates a file using anyrun,close,0
562,detonates a file using anyrun,create,0
563,detonates a file using anyrun,detonate,1
564,detonates a file using anyrun,disable,0
565,detonates a file using anyrun,download,0
566,detonates a file using anyrun,enrich,0
567,detonates a file using anyrun,parse,0
568,detonates a file using anyrun,print,0
569,detonates a file using anyrun,quarantine,0
570,detonates a file using anyrun,query,0
571,detonates a file using anyrun,retrieve,0
572,detonates a file using anyrun,send,0
573,detonates a file using anyrun,set,0
574,detonates a file using anyrun,use,0
575,detonates a file using anyrun,verify,0
576,detonates a url using the mcafee advanced threat defense sandbox integration.,assing,0
577,detonates a url using the mcafee advanced threat defense sandbox integration.,assing,0
578,detonates a url using the mcafee advanced threat defense sandbox integration.,block,0
579,detonates a url using the mcafee advanced threat defense sandbox integration.,block,0
580,detonates a url using the mcafee advanced threat defense sandbox integration.,categorise,0
581,detonates a url using the mcafee advanced threat defense sandbox integration.,categorise,0
582,detonates a url using the mcafee advanced threat defense sandbox integration.,close,0
583,detonates a url using the mcafee advanced threat defense sandbox integration.,close,0
584,detonates a url using the mcafee advanced threat defense sandbox integration.,create,0
585,detonates a url using the mcafee advanced threat defense sandbox integration.,create,0
586,detonates a url using the mcafee advanced threat defense sandbox integration.,detonate,1
587,detonates a url using the mcafee advanced threat defense sandbox integration.,detonate,1
588,detonates a url using the mcafee advanced threat defense sandbox integration.,disable,0
589,detonates a url using the mcafee advanced threat defense sandbox integration.,disable,0
590,detonates a url using the mcafee advanced threat defense sandbox integration.,download,0
591,detonates a url using the mcafee advanced threat defense sandbox integration.,download,0
592,detonates a url using the mcafee advanced threat defense sandbox integration.,enrich,0
593,detonates a url using the mcafee advanced threat defense sandbox integration.,enrich,0
594,detonates a url using the mcafee advanced threat defense sandbox integration.,parse,0
595,detonates a url using the mcafee advanced threat defense sandbox integration.,parse,0
596,detonates a url using the mcafee advanced threat defense sandbox integration.,print,0
597,detonates a url using the mcafee advanced threat defense sandbox integration.,print,0
598,detonates a url using the mcafee advanced threat defense sandbox integration.,quarantine,0
599,detonates a url using the mcafee advanced threat defense sandbox integration.,quarantine,0
600,detonates a url using the mcafee advanced threat defense sandbox integration.,query,0
601,detonates a url using the mcafee advanced threat defense sandbox integration.,query,0
602,detonates a url using the mcafee advanced threat defense sandbox integration.,retrieve,0
603,detonates a url using the mcafee advanced threat defense sandbox integration.,retrieve,0
604,detonates a url using the mcafee advanced threat defense sandbox integration.,send,0
605,detonates a url using the mcafee advanced threat defense sandbox integration.,send,0
606,detonates a url using the mcafee advanced threat defense sandbox integration.,set,0
607,detonates a url using the mcafee advanced threat defense sandbox integration.,set,0
608,detonates a url using the mcafee advanced threat defense sandbox integration.,use,0
609,detonates a url using the mcafee advanced threat defense sandbox integration.,use,0
610,detonates a url using the mcafee advanced threat defense sandbox integration.,verify,0
611,detonates a url using the mcafee advanced threat defense sandbox integration.,verify,0
612,detonates one or more files using joe sandbox integration.,assing,0
613,detonates one or more files using joe sandbox integration.,block,0
614,detonates one or more files using joe sandbox integration.,categorise,0
615,detonates one or more files using joe sandbox integration.,close,0
616,detonates one or more files using joe sandbox integration.,create,0
617,detonates one or more files using joe sandbox integration.,detonate,1
618,detonates one or more files using joe sandbox integration.,disable,0
619,detonates one or more files using joe sandbox integration.,download,0
620,detonates one or more files using joe sandbox integration.,enrich,0
621,detonates one or more files using joe sandbox integration.,parse,0
622,detonates one or more files using joe sandbox integration.,print,0
623,detonates one or more files using joe sandbox integration.,quarantine,0
624,detonates one or more files using joe sandbox integration.,query,0
625,detonates one or more files using joe sandbox integration.,retrieve,0
626,detonates one or more files using joe sandbox integration.,send,0
627,detonates one or more files using joe sandbox integration.,set,0
628,detonates one or more files using joe sandbox integration.,use,0
629,detonates one or more files using joe sandbox integration.,verify,0
630,detonates one or more urls using the joe security sandbox integration.,assing,0
631,detonates one or more urls using the joe security sandbox integration.,assing,0
632,detonates one or more urls using the joe security sandbox integration.,block,0
633,detonates one or more urls using the joe security sandbox integration.,block,0
634,detonates one or more urls using the joe security sandbox integration.,categorise,0
635,detonates one or more urls using the joe security sandbox integration.,categorise,0
636,detonates one or more urls using the joe security sandbox integration.,close,0
637,detonates one or more urls using the joe security sandbox integration.,close,0
638,detonates one or more urls using the joe security sandbox integration.,create,0
639,detonates one or more urls using the joe security sandbox integration.,create,0
640,detonates one or more urls using the joe security sandbox integration.,detonate,1
641,detonates one or more urls using the joe security sandbox integration.,detonate,1
642,detonates one or more urls using the joe security sandbox integration.,disable,0
643,detonates one or more urls using the joe security sandbox integration.,disable,0
644,detonates one or more urls using the joe security sandbox integration.,download,0
645,detonates one or more urls using the joe security sandbox integration.,download,0
646,detonates one or more urls using the joe security sandbox integration.,enrich,0
647,detonates one or more urls using the joe security sandbox integration.,enrich,0
648,detonates one or more urls using the joe security sandbox integration.,parse,0
649,detonates one or more urls using the joe security sandbox integration.,parse,0
650,detonates one or more urls using the joe security sandbox integration.,print,0
651,detonates one or more urls using the joe security sandbox integration.,print,0
652,detonates one or more urls using the joe security sandbox integration.,quarantine,0
653,detonates one or more urls using the joe security sandbox integration.,quarantine,0
654,detonates one or more urls using the joe security sandbox integration.,query,0
655,detonates one or more urls using the joe security sandbox integration.,query,0
656,detonates one or more urls using the joe security sandbox integration.,retrieve,0
657,detonates one or more urls using the joe security sandbox integration.,retrieve,0
658,detonates one or more urls using the joe security sandbox integration.,send,0
659,detonates one or more urls using the joe security sandbox integration.,send,0
660,detonates one or more urls using the joe security sandbox integration.,set,0
661,detonates one or more urls using the joe security sandbox integration.,set,0
662,detonates one or more urls using the joe security sandbox integration.,use,0
663,detonates one or more urls using the joe security sandbox integration.,use,0
664,detonates one or more urls using the joe security sandbox integration.,verify,0
665,detonates one or more urls using the joe security sandbox integration.,verify,0
666,disable the account using active directory.,assing,0
667,disable the account using active directory.,block,0
668,disable the account using active directory.,categorise,0
